!amt_assignment_ids,!amt_worker_ids,!comment,!hypothesis,hypothesis,id,task,text,unit_id,value
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",Yes,"The Red Square is in Moscow.
",1542,QA,"Delimited by the stark severity of the mausoleum, the expansive facade of the world-famous GUM department store, and the exuberant colors of St. Basil&apos;s Cathedral, Red Square is, and deserves to be, the requisite first stop for any visitor to Moscow.",148827,TRUE
VYN0K0Z6D180Y4ZZFAZZZJFZW8Z03ZN638NCCYG0,A11GX90QFWDLMM,"",Yes,"There are about 100 million landmines in the world.
",1525,QA,"There are currently estimated to be somewhere between 60-100 million landmines in the ground worldwide, this remains a rough estimate since few accurate records were kept when mines were deployed.",148816,TRUE
VYN0K0Z6D180Y4ZZFAZZK2TZNV91BB3ZS1YKVJ30,A1Q4VUJBMY78YR,bad,Yes,"There are about 100 million landmines in the world.
",1525,QA,"There are currently estimated to be somewhere between 60-100 million landmines in the ground worldwide, this remains a rough estimate since few accurate records were kept when mines were deployed.",148816,TRUE
VYN0K0Z6D180Y4ZZFAZZ7ZFZ6YGV1T88JHXQ3JXZ,ADAGUJNWMEPT6,"",No,"There are about 100 million landmines in the world.
",1525,QA,"There are currently estimated to be somewhere between 60-100 million landmines in the ground worldwide, this remains a rough estimate since few accurate records were kept when mines were deployed.",148816,TRUE
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",Yes,"There are about 100 million landmines in the world.
",1525,QA,"There are currently estimated to be somewhere between 60-100 million landmines in the ground worldwide, this remains a rough estimate since few accurate records were kept when mines were deployed.",148816,TRUE
VYN0K0Z6D180Y4ZZFAZZZJFZW8Z03ZN638NCCYG0,A11GX90QFWDLMM,"",No,"The currency of Vietnam is the dong.
",1483,QA,"The measures require Vietnamese organizations to channel the hard currency they earn through banks rather than holding it in cash, and for most cash payments to be made in dong.",148826,TRUE
VYN0K0Z6D180Y4ZZFAZZK2TZNV91BB3ZS1YKVJ30,A1Q4VUJBMY78YR,good,Yes,"The currency of Vietnam is the dong.
",1483,QA,"The measures require Vietnamese organizations to channel the hard currency they earn through banks rather than holding it in cash, and for most cash payments to be made in dong.",148826,TRUE
VYN0K0Z6D180Y4ZZFAZZ7ZFZ6YGV1T88JHXQ3JXZ,ADAGUJNWMEPT6,"",No,"The currency of Vietnam is the dong.
",1483,QA,"The measures require Vietnamese organizations to channel the hard currency they earn through banks rather than holding it in cash, and for most cash payments to be made in dong.",148826,TRUE
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",No,"The currency of Vietnam is the dong.
",1483,QA,"The measures require Vietnamese organizations to channel the hard currency they earn through banks rather than holding it in cash, and for most cash payments to be made in dong.",148826,TRUE
VYN0K0Z6D180Y4ZZFAZZZJFZW8Z03ZN638NCCYG0,A11GX90QFWDLMM,"",Yes,"Qatar is located in a delicate spot.
",2079,QA,US presence puts Qatar in a delicate spot.,148815,FALSE
VYN0K0Z6D180Y4ZZFAZZK2TZNV91BB3ZS1YKVJ30,A1Q4VUJBMY78YR,good,Yes,"Qatar is located in a delicate spot.
",2079,QA,US presence puts Qatar in a delicate spot.,148815,FALSE
VYN0K0Z6D180Y4ZZFAZZ7ZFZ6YGV1T88JHXQ3JXZ,ADAGUJNWMEPT6,"",No,"Qatar is located in a delicate spot.
",2079,QA,US presence puts Qatar in a delicate spot.,148815,FALSE
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",Yes,"Qatar is located in a delicate spot.
",2079,QA,US presence puts Qatar in a delicate spot.,148815,FALSE
VYN0K0Z6D180Y4ZZFAZZZJFZW8Z03ZN638NCCYG0,A11GX90QFWDLMM,"",Yes,"The Yakuza is the Japanese mafia.
",1533,QA,"In Japan, organized crime and criminals come under the general heading of Yakuza.",148825,TRUE
VYN0K0Z6D180Y4ZZFAZZK2TZNV91BB3ZS1YKVJ30,A1Q4VUJBMY78YR,good,Yes,"The Yakuza is the Japanese mafia.
",1533,QA,"In Japan, organized crime and criminals come under the general heading of Yakuza.",148825,TRUE
VYN0K0Z6D180Y4ZZFAZZ7ZFZ6YGV1T88JHXQ3JXZ,ADAGUJNWMEPT6,assumes that one equates mafia and organized crime,Yes,"The Yakuza is the Japanese mafia.
",1533,QA,"In Japan, organized crime and criminals come under the general heading of Yakuza.",148825,TRUE
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",Yes,"The Yakuza is the Japanese mafia.
",1533,QA,"In Japan, organized crime and criminals come under the general heading of Yakuza.",148825,TRUE
VYN0K0Z6D180Y4ZZFAZZZJFZW8Z03ZN638NCCYG0,A11GX90QFWDLMM,"",Yes,"The Anglican church in Japan approved the ordination of women.
",1550,QA,"In 1998, the General Assembly of the Nippon Sei Ko Kai (Anglican Church in Japan) voted to accept female priests.",148814,TRUE
VYN0K0Z6D180Y4ZZFAZZK2TZNV91BB3ZS1YKVJ30,A1Q4VUJBMY78YR,bad,No,"The Anglican church in Japan approved the ordination of women.
",1550,QA,"In 1998, the General Assembly of the Nippon Sei Ko Kai (Anglican Church in Japan) voted to accept female priests.",148814,TRUE
VYN0K0Z6D180Y4ZZFAZZ7ZFZ6YGV1T88JHXQ3JXZ,ADAGUJNWMEPT6,"",Yes,"The Anglican church in Japan approved the ordination of women.
",1550,QA,"In 1998, the General Assembly of the Nippon Sei Ko Kai (Anglican Church in Japan) voted to accept female priests.",148814,TRUE
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",Yes,"The Anglican church in Japan approved the ordination of women.
",1550,QA,"In 1998, the General Assembly of the Nippon Sei Ko Kai (Anglican Church in Japan) voted to accept female priests.",148814,TRUE
VYN0K0Z6D180Y4ZZFAZZZJFZW8Z03ZN638NCCYG0,A11GX90QFWDLMM,"",No,"The Ulysses mission started in 1990.
",1540,QA,Ulysses was launched in 1990 on a five-year mission to study the sun.,148824,TRUE
VYN0K0Z6D180Y4ZZFAZZK2TZNV91BB3ZS1YKVJ30,A1Q4VUJBMY78YR,bad,No,"The Ulysses mission started in 1990.
",1540,QA,Ulysses was launched in 1990 on a five-year mission to study the sun.,148824,TRUE
VYN0K0Z6D180Y4ZZFAZZ7ZFZ6YGV1T88JHXQ3JXZ,ADAGUJNWMEPT6,"",No,"The Ulysses mission started in 1990.
",1540,QA,Ulysses was launched in 1990 on a five-year mission to study the sun.,148824,TRUE
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",Yes,"The Ulysses mission started in 1990.
",1540,QA,Ulysses was launched in 1990 on a five-year mission to study the sun.,148824,TRUE
VYN0K0Z6D180Y4ZZFAZZZJFZW8Z03ZN638NCCYG0,A11GX90QFWDLMM,"",Yes,"Nixon visited China in 1970.
",2041,QA,"&quot;If there is anything I want to do before I die,&quot; Nixon told Time in 1970, &quot;it is to visit China.&quot;",148813,FALSE
VYN0K0Z6D180Y4ZZFAZZK2TZNV91BB3ZS1YKVJ30,A1Q4VUJBMY78YR,good,Yes,"Nixon visited China in 1970.
",2041,QA,"&quot;If there is anything I want to do before I die,&quot; Nixon told Time in 1970, &quot;it is to visit China.&quot;",148813,FALSE
VYN0K0Z6D180Y4ZZFAZZ7ZFZ6YGV1T88JHXQ3JXZ,ADAGUJNWMEPT6,"",No,"Nixon visited China in 1970.
",2041,QA,"&quot;If there is anything I want to do before I die,&quot; Nixon told Time in 1970, &quot;it is to visit China.&quot;",148813,FALSE
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",No,"Nixon visited China in 1970.
",2041,QA,"&quot;If there is anything I want to do before I die,&quot; Nixon told Time in 1970, &quot;it is to visit China.&quot;",148813,FALSE
VYN0K0Z6D180Y4ZZFAZZZJFZW8Z03ZN638NCCYG0,A11GX90QFWDLMM,"",Yes,"Princess Diana and Prince Charles got married in 1996.
",2088,QA,Princess Diana and Prince Charles divorced in 1996 after 15 years of marriage.,148823,FALSE
VYN0K0Z6D180Y4ZZFAZZK2TZNV91BB3ZS1YKVJ30,A1Q4VUJBMY78YR,good,No,"Princess Diana and Prince Charles got married in 1996.
",2088,QA,Princess Diana and Prince Charles divorced in 1996 after 15 years of marriage.,148823,FALSE
VYN0K0Z6D180Y4ZZFAZZ7ZFZ6YGV1T88JHXQ3JXZ,ADAGUJNWMEPT6,"",No,"Princess Diana and Prince Charles got married in 1996.
",2088,QA,Princess Diana and Prince Charles divorced in 1996 after 15 years of marriage.,148823,FALSE
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",No,"Princess Diana and Prince Charles got married in 1996.
",2088,QA,Princess Diana and Prince Charles divorced in 1996 after 15 years of marriage.,148823,FALSE
VYN0K0Z6D180Y4ZZFAZZZJFZW8Z03ZN638NCCYG0,A11GX90QFWDLMM,"",No,"Hitler wrote Mein Kampf.
",1508,QA,Why doesn&apos;t Hitler revise Mein Kampf?,148812,TRUE
VYN0K0Z6D180Y4ZZFAZZK2TZNV91BB3ZS1YKVJ30,A1Q4VUJBMY78YR,good,Yes,"Hitler wrote Mein Kampf.
",1508,QA,Why doesn&apos;t Hitler revise Mein Kampf?,148812,TRUE
VYN0K0Z6D180Y4ZZFAZZ7ZFZ6YGV1T88JHXQ3JXZ,ADAGUJNWMEPT6,"",Yes,"Hitler wrote Mein Kampf.
",1508,QA,Why doesn&apos;t Hitler revise Mein Kampf?,148812,TRUE
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",No,"Hitler wrote Mein Kampf.
",1508,QA,Why doesn&apos;t Hitler revise Mein Kampf?,148812,TRUE
VYN0K0Z6D180Y4ZZFAZZZJFZW8Z03ZN638NCCYG0,A11GX90QFWDLMM,"",Yes,"Aldrich H. Ames was accused of spying for the Russians.
",1541,QA,"On February 21, 1994, agents from the Federal Bureau of Investigation (FBI) arrested a 52-year old employee of the Central Intelligence Agency (CIA), Aldrich Hazen Ames, outside his Arlington, Virginia residence, on charges of conspiracy to commit espionage on behalf of Russia and the former Soviet Union.",148811,TRUE
VYN0K0Z6D180Y4ZZFAZZK2TZNV91BB3ZS1YKVJ30,A1Q4VUJBMY78YR,good,Yes,"Aldrich H. Ames was accused of spying for the Russians.
",1541,QA,"On February 21, 1994, agents from the Federal Bureau of Investigation (FBI) arrested a 52-year old employee of the Central Intelligence Agency (CIA), Aldrich Hazen Ames, outside his Arlington, Virginia residence, on charges of conspiracy to commit espionage on behalf of Russia and the former Soviet Union.",148811,TRUE
VYN0K0Z6D180Y4ZZFAZZ7ZFZ6YGV1T88JHXQ3JXZ,ADAGUJNWMEPT6,"",Yes,"Aldrich H. Ames was accused of spying for the Russians.
",1541,QA,"On February 21, 1994, agents from the Federal Bureau of Investigation (FBI) arrested a 52-year old employee of the Central Intelligence Agency (CIA), Aldrich Hazen Ames, outside his Arlington, Virginia residence, on charges of conspiracy to commit espionage on behalf of Russia and the former Soviet Union.",148811,TRUE
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",Yes,"Aldrich H. Ames was accused of spying for the Russians.
",1541,QA,"On February 21, 1994, agents from the Federal Bureau of Investigation (FBI) arrested a 52-year old employee of the Central Intelligence Agency (CIA), Aldrich Hazen Ames, outside his Arlington, Virginia residence, on charges of conspiracy to commit espionage on behalf of Russia and the former Soviet Union.",148811,TRUE
VYN0K0Z6D180Y4ZZFAZZZJFZW8Z03ZN638NCCYG0,A11GX90QFWDLMM,"",Yes,"Banting conducted research of diabetes.
",1559,QA,"Working with fellow Canadians Charles Best and James Collip, Banting determined that insulin was the key to treating diabetes.",148822,TRUE
VYN0K0Z6D180Y4ZZFAZZK2TZNV91BB3ZS1YKVJ30,A1Q4VUJBMY78YR,good,Yes,"Banting conducted research of diabetes.
",1559,QA,"Working with fellow Canadians Charles Best and James Collip, Banting determined that insulin was the key to treating diabetes.",148822,TRUE
VYN0K0Z6D180Y4ZZFAZZ7ZFZ6YGV1T88JHXQ3JXZ,ADAGUJNWMEPT6,"",Yes,"Banting conducted research of diabetes.
",1559,QA,"Working with fellow Canadians Charles Best and James Collip, Banting determined that insulin was the key to treating diabetes.",148822,TRUE
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",Yes,"Banting conducted research of diabetes.
",1559,QA,"Working with fellow Canadians Charles Best and James Collip, Banting determined that insulin was the key to treating diabetes.",148822,TRUE
VYN0K0Z6D180Y4ZZFAZZZJFZW8Z03ZN638NCCYG0,A11GX90QFWDLMM,"",No,"Jerusalem is a Holy City for Jews, Christians and Muslims.
",1468,QA,"Jerusalem, now controlled by Israel, is considered a holy city by Jews, Muslims and Christians.",148810,TRUE
VYN0K0Z6D180Y4ZZFAZZK2TZNV91BB3ZS1YKVJ30,A1Q4VUJBMY78YR,good,Yes,"Jerusalem is a Holy City for Jews, Christians and Muslims.
",1468,QA,"Jerusalem, now controlled by Israel, is considered a holy city by Jews, Muslims and Christians.",148810,TRUE
VYN0K0Z6D180Y4ZZFAZZ7ZFZ6YGV1T88JHXQ3JXZ,ADAGUJNWMEPT6,"",Yes,"Jerusalem is a Holy City for Jews, Christians and Muslims.
",1468,QA,"Jerusalem, now controlled by Israel, is considered a holy city by Jews, Muslims and Christians.",148810,TRUE
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",Yes,"Jerusalem is a Holy City for Jews, Christians and Muslims.
",1468,QA,"Jerusalem, now controlled by Israel, is considered a holy city by Jews, Muslims and Christians.",148810,TRUE
VYN0K0Z6D180Y4ZZFAZZZJFZW8Z03ZN638NCCYG0,A11GX90QFWDLMM,"",Yes,"Unterweger committed suicide.
",1588,QA,"Unterweger was found guilty of nine murders despite there being little evidence to prove it beyond doubt, and was found hanging from his cell roof less than 24 hours after being sentenced to life for a second time.",148821,TRUE
VYN0K0Z6D180Y4ZZFAZZK2TZNV91BB3ZS1YKVJ30,A1Q4VUJBMY78YR,good,Yes,"Unterweger committed suicide.
",1588,QA,"Unterweger was found guilty of nine murders despite there being little evidence to prove it beyond doubt, and was found hanging from his cell roof less than 24 hours after being sentenced to life for a second time.",148821,TRUE
VYN0K0Z6D180Y4ZZFAZZ7ZFZ6YGV1T88JHXQ3JXZ,ADAGUJNWMEPT6,"",No,"Unterweger committed suicide.
",1588,QA,"Unterweger was found guilty of nine murders despite there being little evidence to prove it beyond doubt, and was found hanging from his cell roof less than 24 hours after being sentenced to life for a second time.",148821,TRUE
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",Yes,"Unterweger committed suicide.
",1588,QA,"Unterweger was found guilty of nine murders despite there being little evidence to prove it beyond doubt, and was found hanging from his cell roof less than 24 hours after being sentenced to life for a second time.",148821,TRUE
VYN0K0Z6D180Y4ZZFAZZZJFZW8Z03ZN638NCCYG0,A11GX90QFWDLMM,"",Yes,"Jorma Ollila is the CEO of Nokia.
",1566,QA,Jorma joined Nokia in 1985 and held a variety of key management positions before taking the helm in 1992,148809,TRUE
VYN0K0Z6D180Y4ZZFAZZK2TZNV91BB3ZS1YKVJ30,A1Q4VUJBMY78YR,good,Yes,"Jorma Ollila is the CEO of Nokia.
",1566,QA,Jorma joined Nokia in 1985 and held a variety of key management positions before taking the helm in 1992,148809,TRUE
VYN0K0Z6D180Y4ZZFAZZ7ZFZ6YGV1T88JHXQ3JXZ,ADAGUJNWMEPT6,"",Yes,"Jorma Ollila is the CEO of Nokia.
",1566,QA,Jorma joined Nokia in 1985 and held a variety of key management positions before taking the helm in 1992,148809,TRUE
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",Yes,"Jorma Ollila is the CEO of Nokia.
",1566,QA,Jorma joined Nokia in 1985 and held a variety of key management positions before taking the helm in 1992,148809,TRUE
VYN0K0Z6D180Y4ZZFAZZZJFZW8Z03ZN638NCCYG0,A11GX90QFWDLMM,"",Yes,"&quot;Monster&quot; won the Golden Bear in the Berlin Film Festival.
",2047,QA,German film about Turkish immigrants won the Golden Bear best film award at the Berlin Film Festival on Saturday and South Africa&apos;s Charlize Theron (news) won a Silver Bear best actress award for her role in &quot;Monster.&quot;,148820,FALSE
VYN0K0Z6D180Y4ZZFAZZK2TZNV91BB3ZS1YKVJ30,A1Q4VUJBMY78YR,well,No,"&quot;Monster&quot; won the Golden Bear in the Berlin Film Festival.
",2047,QA,German film about Turkish immigrants won the Golden Bear best film award at the Berlin Film Festival on Saturday and South Africa&apos;s Charlize Theron (news) won a Silver Bear best actress award for her role in &quot;Monster.&quot;,148820,FALSE
VYN0K0Z6D180Y4ZZFAZZ7ZFZ6YGV1T88JHXQ3JXZ,ADAGUJNWMEPT6,"",No,"&quot;Monster&quot; won the Golden Bear in the Berlin Film Festival.
",2047,QA,German film about Turkish immigrants won the Golden Bear best film award at the Berlin Film Festival on Saturday and South Africa&apos;s Charlize Theron (news) won a Silver Bear best actress award for her role in &quot;Monster.&quot;,148820,FALSE
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",No,"&quot;Monster&quot; won the Golden Bear in the Berlin Film Festival.
",2047,QA,German film about Turkish immigrants won the Golden Bear best film award at the Berlin Film Festival on Saturday and South Africa&apos;s Charlize Theron (news) won a Silver Bear best actress award for her role in &quot;Monster.&quot;,148820,FALSE
VYN0K0Z6D180Y4ZZFAZZZJFZW8Z03ZN638NCCYG0,A11GX90QFWDLMM,"",Yes,"Moscow is the capital of Russia.
",1498,QA,"If Russia is excluded from NATO membership while Poland and Hungary are on the path to becoming NATO allies, how can Moscow avoid the conclusion that a renewed and enlarged NATO retains its traditional objective of confronting Russia?",148808,FALSE
VYN0K0Z6D180Y4ZZFAZZK2TZNV91BB3ZS1YKVJ30,A1Q4VUJBMY78YR,good,Yes,"Moscow is the capital of Russia.
",1498,QA,"If Russia is excluded from NATO membership while Poland and Hungary are on the path to becoming NATO allies, how can Moscow avoid the conclusion that a renewed and enlarged NATO retains its traditional objective of confronting Russia?",148808,FALSE
VYN0K0Z6D180Y4ZZFAZZ7ZFZ6YGV1T88JHXQ3JXZ,ADAGUJNWMEPT6,"",Yes,"Moscow is the capital of Russia.
",1498,QA,"If Russia is excluded from NATO membership while Poland and Hungary are on the path to becoming NATO allies, how can Moscow avoid the conclusion that a renewed and enlarged NATO retains its traditional objective of confronting Russia?",148808,FALSE
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",No,"Moscow is the capital of Russia.
",1498,QA,"If Russia is excluded from NATO membership while Poland and Hungary are on the path to becoming NATO allies, how can Moscow avoid the conclusion that a renewed and enlarged NATO retains its traditional objective of confronting Russia?",148808,FALSE
VYN0K0Z6D180Y4ZZFAZZZJFZW8Z03ZN638NCCYG0,A11GX90QFWDLMM,"",Yes,"Marilyn Monroe starred alongside Clark Gable in &quot;The Misfits&quot;.
",1561,QA,"Marilyn Monroe&apos;s last film, The Misfits, had already been in release for 16 months before her death on August 5, 1962, although her costar Clark Gable had died three months before the film&apos;s premiere in February 1961, giving that film a reputation as a multi-jinxed project.",148819,TRUE
VYN0K0Z6D180Y4ZZFAZZK2TZNV91BB3ZS1YKVJ30,A1Q4VUJBMY78YR,bad,No,"Marilyn Monroe starred alongside Clark Gable in &quot;The Misfits&quot;.
",1561,QA,"Marilyn Monroe&apos;s last film, The Misfits, had already been in release for 16 months before her death on August 5, 1962, although her costar Clark Gable had died three months before the film&apos;s premiere in February 1961, giving that film a reputation as a multi-jinxed project.",148819,TRUE
VYN0K0Z6D180Y4ZZFAZZ7ZFZ6YGV1T88JHXQ3JXZ,ADAGUJNWMEPT6,"",Yes,"Marilyn Monroe starred alongside Clark Gable in &quot;The Misfits&quot;.
",1561,QA,"Marilyn Monroe&apos;s last film, The Misfits, had already been in release for 16 months before her death on August 5, 1962, although her costar Clark Gable had died three months before the film&apos;s premiere in February 1961, giving that film a reputation as a multi-jinxed project.",148819,TRUE
VYN0K0Z6D180Y4ZZFAZZVV9226DVCY3ZGWYZ9YG0,A1SHEWULPSH627,"",Yes,"Marilyn Monroe starred alongside Clark Gable in &quot;The Misfits&quot;.
",1561,QA,"Marilyn Monroe&apos;s last film, The Misfits, had already been in release for 16 months before her death on August 5, 1962, although her costar Clark Gable had died three months before the film&apos;s premiere in February 1961, giving that film a reputation as a multi-jinxed project.",148819,TRUE
MW4ZN89QNWRPYAY9WW8ZVGCMTFXYT28PMBYD0YGZ,A11GX90QFWDLMM,"",Yes,"Radovan Karadzic is the leader of the Bosnian Serbs.
",1451,QA,Bosnian Serb leader Radovan Karadzic has repeatedly boasted that American troops would be sent home in body bags if they intervened.,148807,TRUE
MW4ZN89QNWRPYAY9WW8ZPXFZJYZMXZ1M1YZRKRR0,A1Q4VUJBMY78YR,best,Yes,"Radovan Karadzic is the leader of the Bosnian Serbs.
",1451,QA,Bosnian Serb leader Radovan Karadzic has repeatedly boasted that American troops would be sent home in body bags if they intervened.,148807,TRUE
MW4ZN89QNWRPYAY9WW8ZXYNZXQY9GVZYSWX4JYQZ,AMVOSOXRSRMHD,"",Yes,"Radovan Karadzic is the leader of the Bosnian Serbs.
",1451,QA,Bosnian Serb leader Radovan Karadzic has repeatedly boasted that American troops would be sent home in body bags if they intervened.,148807,TRUE
MW4ZN89QNWRPYAY9WW8ZVGCMTFXYT28PMBYD0YGZ,A11GX90QFWDLMM,"",Yes,"Paris is the capital of France.
",2029,QA,Allen &amp; Overy has a leading practice in both France and Europe and the firm&apos;s partners devoted to capital markets work in Paris are principally Dan Lauder and Francois Poudelet.,148796,FALSE
MW4ZN89QNWRPYAY9WW8ZPXFZJYZMXZ1M1YZRKRR0,A1Q4VUJBMY78YR,well,No,"Paris is the capital of France.
",2029,QA,Allen &amp; Overy has a leading practice in both France and Europe and the firm&apos;s partners devoted to capital markets work in Paris are principally Dan Lauder and Francois Poudelet.,148796,FALSE
MW4ZN89QNWRPYAY9WW8ZXYNZXQY9GVZYSWX4JYQZ,AMVOSOXRSRMHD,"",No,"Paris is the capital of France.
",2029,QA,Allen &amp; Overy has a leading practice in both France and Europe and the firm&apos;s partners devoted to capital markets work in Paris are principally Dan Lauder and Francois Poudelet.,148796,FALSE
MW4ZN89QNWRPYAY9WW8ZVGCMTFXYT28PMBYD0YGZ,A11GX90QFWDLMM,"",Yes,"The Taliban was an Afgan organisation.
",1572,QA,"Several months after the Taliban&apos;s defeat, Afghanistan presents MSF and other aid agencies with a new opportunity to provide health care for the female population of the conservative Islamic state.",148806,TRUE
MW4ZN89QNWRPYAY9WW8ZPXFZJYZMXZ1M1YZRKRR0,A1Q4VUJBMY78YR,best,Yes,"The Taliban was an Afgan organisation.
",1572,QA,"Several months after the Taliban&apos;s defeat, Afghanistan presents MSF and other aid agencies with a new opportunity to provide health care for the female population of the conservative Islamic state.",148806,TRUE
MW4ZN89QNWRPYAY9WW8ZXYNZXQY9GVZYSWX4JYQZ,AMVOSOXRSRMHD,"",Yes,"The Taliban was an Afgan organisation.
",1572,QA,"Several months after the Taliban&apos;s defeat, Afghanistan presents MSF and other aid agencies with a new opportunity to provide health care for the female population of the conservative Islamic state.",148806,TRUE
MW4ZN89QNWRPYAY9WW8ZVGCMTFXYT28PMBYD0YGZ,A11GX90QFWDLMM,"",No,"Lisa Marie Presley&apos;s father was Elvis Presley.
",1512,QA,"Lisa Marie was aware of the pressures of being Elvis Presley&apos;s daughter, so she didn&apos;t exactly pursue songwriting that seriously.",148805,TRUE
MW4ZN89QNWRPYAY9WW8ZPXFZJYZMXZ1M1YZRKRR0,A1Q4VUJBMY78YR,best,Yes,"Lisa Marie Presley&apos;s father was Elvis Presley.
",1512,QA,"Lisa Marie was aware of the pressures of being Elvis Presley&apos;s daughter, so she didn&apos;t exactly pursue songwriting that seriously.",148805,TRUE
MW4ZN89QNWRPYAY9WW8ZXYNZXQY9GVZYSWX4JYQZ,AMVOSOXRSRMHD,"",Yes,"Lisa Marie Presley&apos;s father was Elvis Presley.
",1512,QA,"Lisa Marie was aware of the pressures of being Elvis Presley&apos;s daughter, so she didn&apos;t exactly pursue songwriting that seriously.",148805,TRUE
MW4ZN89QNWRPYAY9WW8ZVGCMTFXYT28PMBYD0YGZ,A11GX90QFWDLMM,"",Yes,"The GAA was set up in Co. Galway.
",1595,QA,"In 1884, with Ireland under the rule of the British Crown, a group of Irish nationalists met in County Galway to establish an organization for Irish athletes, the Gaelic Athletic Association (GAA).",148795,TRUE
MW4ZN89QNWRPYAY9WW8ZPXFZJYZMXZ1M1YZRKRR0,A1Q4VUJBMY78YR,bad,Yes,"The GAA was set up in Co. Galway.
",1595,QA,"In 1884, with Ireland under the rule of the British Crown, a group of Irish nationalists met in County Galway to establish an organization for Irish athletes, the Gaelic Athletic Association (GAA).",148795,TRUE
MW4ZN89QNWRPYAY9WW8ZXYNZXQY9GVZYSWX4JYQZ,AMVOSOXRSRMHD,"",Yes,"The GAA was set up in Co. Galway.
",1595,QA,"In 1884, with Ireland under the rule of the British Crown, a group of Irish nationalists met in County Galway to establish an organization for Irish athletes, the Gaelic Athletic Association (GAA).",148795,TRUE
MW4ZN89QNWRPYAY9WW8ZVGCMTFXYT28PMBYD0YGZ,A11GX90QFWDLMM,"",Yes,"The attack was carried out by a suicide bomber.
",1982,PP,It was not clear whether the attack was carried out by a suicide bomber.,148794,FALSE
MW4ZN89QNWRPYAY9WW8ZPXFZJYZMXZ1M1YZRKRR0,A1Q4VUJBMY78YR,best,Yes,"The attack was carried out by a suicide bomber.
",1982,PP,It was not clear whether the attack was carried out by a suicide bomber.,148794,FALSE
MW4ZN89QNWRPYAY9WW8ZXYNZXQY9GVZYSWX4JYQZ,AMVOSOXRSRMHD,"",No,"The attack was carried out by a suicide bomber.
",1982,PP,It was not clear whether the attack was carried out by a suicide bomber.,148794,FALSE
YKMZTJYVHZ4MQ5Z01WHZ5GPZV7ZCBXBZ24Y7096Z,A2CJUR18C55EF4,"",Yes,"Napster began as an illegal Web site.
",186,RC,"Napster, which started as an unauthorized song-swapping Web site, has transformed into a legal service offering music downloads for a monthly fee.",149056,TRUE
YKMZTJYVHZ4MQ5Z01WHZ2Z6GWNRYZT5MY8SB9YN0,AO49JS7KNRQ5A,"",Yes,"Napster began as an illegal Web site.
",186,RC,"Napster, which started as an unauthorized song-swapping Web site, has transformed into a legal service offering music downloads for a monthly fee.",149056,TRUE
YKMZTJYVHZ4MQ5Z01WHZNWVPYDM5YYHJVDYXWWBZ,AH02ZNR6AGX8J,"",Yes,"Napster began as an illegal Web site.
",186,RC,"Napster, which started as an unauthorized song-swapping Web site, has transformed into a legal service offering music downloads for a monthly fee.",149056,TRUE
YKMZTJYVHZ4MQ5Z01WHZ5GPZV7ZCBXBZ24Y7096Z,A2CJUR18C55EF4,"",Yes,"The stomach wall is called the peritoneum.
",1008,RC,"Tests on animals showed they could get through the stomach wall and the thin membrane surrounding the stomach called the peritoneum to repair the intestines, liver, pancreas, gall bladder and uterus.",149055,FALSE
YKMZTJYVHZ4MQ5Z01WHZ2Z6GWNRYZT5MY8SB9YN0,AO49JS7KNRQ5A,"",No,"The stomach wall is called the peritoneum.
",1008,RC,"Tests on animals showed they could get through the stomach wall and the thin membrane surrounding the stomach called the peritoneum to repair the intestines, liver, pancreas, gall bladder and uterus.",149055,FALSE
